revenue,expenses,currentAssets,currentLiabilities,totalAssets,totalDebt,equity,cashFlow,month_ahead,future_cashFlow
19312972.349467818,14392176.631734895,6535410.384429274,4516938.717385259,12591576.09448454,2595924.240702797,9995651.853781743,4807038.781661426,4,429701.91601847665
19312972.349467818,14392176.631734895,6535410.384429274,4516938.717385259,12591576.09448454,2595924.240702797,9995651.853781743,4807038.781661426,5,479850.98327748216
19312972.349467818,14392176.631734895,6535410.384429274,4516938.717385259,12591576.09448454,2595924.240702797,9995651.853781743,4807038.781661426,6,439194.321838517
28737543.31238136,22509045.63828582,15785361.900781387,8083220.668919623,39365096.892956145,13781400.619086815,25583696.27386933,6115433.672150441,1,472055.7708536757
28737543.31238136,22509045.63828582,15785361.900781387,8083220.668919623,39365096.892956145,13781400.619086815,25583696.27386933,6115433.672150441,2,557010.2870001723
28737543.31238136,22509045.63828582,15785361.900781387,8083220.668919623,39365096.892956145,13781400.619086815,25583696.27386933,6115433.672150441,3,534427.1545923308
28737543.31238136,22509045.63828582,15785361.900781387,8083220.668919623,39365096.892956145,13781400.619086815,25583696.27386933,6115433.672150441,4,555136.4094978225
28737543.31238136,22509045.63828582,15785361.900781387,8083220.668919623,39365096.892956145,13781400.619086815,25583696.27386933,6115433.672150441,5,492966.7631475445
28737543.31238136,22509045.63828582,15785361.900781387,8083220.668919623,39365096.892956145,13781400.619086815,25583696.27386933,6115433.672150441,6,482170.0877894406
20289018.85263116,14227817.612583224,10937501.22270322,5525968.34585372,17476046.68791011,5861497.002845155,11614549.685064955,5758975.554643337,1,438504.4678627091
20289018.85263116,14227817.612583224,10937501.22270322,5525968.34585372,17476046.68791011,5861497.002845155,11614549.685064955,5758975.554643337,2,447141.93368373654
20289018.85263116,14227817.612583224,10937501.22270322,5525968.34585372,17476046.68791011,5861497.002845155,11614549.685064955,5758975.554643337,3,548670.9435821369
20289018.85263116,14227817.612583224,10937501.22270322,5525968.34585372,17476046.68791011,5861497.002845155,11614549.685064955,5758975.554643337,4,503004.7937240297
20289018.85263116,14227817.612583224,10937501.22270322,5525968.34585372,17476046.68791011,5861497.002845155,11614549.685064955,5758975.554643337,5,563096.8969231243
20289018.85263116,14227817.612583224,10937501.22270322,5525968.34585372,17476046.68791011,5861497.002845155,11614549.685064955,5758975.554643337,6,502293.8056208633
4759247.523986472,4213791.876124185,2771359.881147531,1668548.5929077594,3729222.4979536342,1953239.4686097093,1775983.029343925,529251.52541169,1,48036.52897573337
4759247.523986472,4213791.876124185,2771359.881147531,1668548.5929077594,3729222.4979536342,1953239.4686097093,1775983.029343925,529251.52541169,2,45192.1727218025
4759247.523986472,4213791.876124185,2771359.881147531,1668548.5929077594,3729222.4979536342,1953239.4686097093,1775983.029343925,529251.52541169,3,45063.83491183578
4759247.523986472,4213791.876124185,2771359.881147531,1668548.5929077594,3729222.4979536342,1953239.4686097093,1775983.029343925,529251.52541169,4,37426.84208041508
4759247.523986472,4213791.876124185,2771359.881147531,1668548.5929077594,3729222.4979536342,1953239.4686097093,1775983.029343925,529251.52541169,5,46524.5895802451
4759247.523986472,4213791.876124185,2771359.881147531,1668548.5929077594,3729222.4979536342,1953239.4686097093,1775983.029343925,529251.52541169,6,41423.93614710285
8608244.342326887,4816926.132922454,3858191.405174982,1286753.3214552067,2525290.9449223806,304753.6101058102,2220537.3348165704,3565969.2586783604,1,261275.68252127783
8608244.342326887,4816926.132922454,3858191.405174982,1286753.3214552067,2525290.9449223806,304753.6101058102,2220537.3348165704,3565969.2586783604,2,290000.58764667547
8608244.342326887,4816926.132922454,3858191.405174982,1286753.3214552067,2525290.9449223806,304753.6101058102,2220537.3348165704,3565969.2586783604,3,273603.2653115821
8608244.342326887,4816926.132922454,3858191.405174982,1286753.3214552067,2525290.9449223806,304753.6101058102,2220537.3348165704,3565969.2586783604,4,331554.77978191944
8608244.342326887,4816926.132922454,3858191.405174982,1286753.3214552067,2525290.9449223806,304753.6101058102,2220537.3348165704,3565969.2586783604,5,291118.81491564994
8608244.342326887,4816926.132922454,3858191.405174982,1286753.3214552067,2525290.9449223806,304753.6101058102,2220537.3348165704,3565969.2586783604,6,238201.7234956176
39571290.90801374,26277873.682146564,19627261.33252638,11797840.026442708,57634735.1561434,27175839.010852855,30458896.145290542,11876308.188136194,1,910921.7407667075
39571290.90801374,26277873.682146564,19627261.33252638,11797840.026442708,57634735.1561434,27175839.010852855,30458896.145290542,11876308.188136194,2,917797.1193523556
39571290.90801374,26277873.682146564,19627261.33252638,11797840.026442708,57634735.1561434,27175839.010852855,30458896.145290542,11876308.188136194,3,977941.1042488553
39571290.90801374,26277873.682146564,19627261.33252638,11797840.026442708,57634735.1561434,27175839.010852855,30458896.145290542,11876308.188136194,4,1051315.0729125792
39571290.90801374,26277873.682146564,19627261.33252638,11797840.026442708,57634735.1561434,27175839.010852855,30458896.145290542,11876308.188136194,5,1183288.7413164168
39571290.90801374,26277873.682146564,19627261.33252638,11797840.026442708,57634735.1561434,27175839.010852855,30458896.145290542,11876308.188136194,6,1117428.4841357807
11303704.799011463,6499318.508465962,5670752.509438049,1607218.030704919,5062101.839855956,1242234.3388949954,3819867.5009609605,4835680.746794087,1,373598.5784974042
11303704.799011463,6499318.508465962,5670752.509438049,1607218.030704919,5062101.839855956,1242234.3388949954,3819867.5009609605,4835680.746794087,2,379366.4347874159
11303704.799011463,6499318.508465962,5670752.509438049,1607218.030704919,5062101.839855956,1242234.3388949954,3819867.5009609605,4835680.746794087,3,402447.9381015168
11303704.799011463,6499318.508465962,5670752.509438049,1607218.030704919,5062101.839855956,1242234.3388949954,3819867.5009609605,4835680.746794087,4,430942.73131409014
11303704.799011463,6499318.508465962,5670752.509438049,1607218.030704919,5062101.839855956,1242234.3388949954,3819867.5009609605,4835680.746794087,5,500261.2624568262
11303704.799011463,6499318.508465962,5670752.509438049,1607218.030704919,5062101.839855956,1242234.3388949954,3819867.5009609605,4835680.746794087,6,377041.7677451007
17222666.855490334,13984683.15684308,7531047.702003634,5218664.840758678,16864014.521429133,9794840.063827567,7069174.457601566,3310202.4244881887,1,271318.4544031613
17222666.855490334,13984683.15684308,7531047.702003634,5218664.840758678,16864014.521429133,9794840.063827567,7069174.457601566,3310202.4244881887,2,270611.18962188496
17222666.855490334,13984683.15684308,7531047.702003634,5218664.840758678,16864014.521429133,9794840.063827567,7069174.457601566,3310202.4244881887,3,258734.71220058002
17222666.855490334,13984683.15684308,7531047.702003634,5218664.840758678,16864014.521429133,9794840.063827567,7069174.457601566,3310202.4244881887,4,284605.6955197535
17222666.855490334,13984683.15684308,7531047.702003634,5218664.840758678,16864014.521429133,9794840.063827567,7069174.457601566,3310202.4244881887,5,267559.9338164581
17222666.855490334,13984683.15684308,7531047.702003634,5218664.840758678,16864014.521429133,9794840.063827567,7069174.457601566,3310202.4244881887,6,275724.3312107976
5080971.251546498,4285910.976856267,2110713.2769909585,1141854.5233970701,2224381.4704785775,860162.5375533835,1364218.932925194,802344.3957897492,1,62660.8747247923
5080971.251546498,4285910.976856267,2110713.2769909585,1141854.5233970701,2224381.4704785775,860162.5375533835,1364218.932925194,802344.3957897492,2,75262.94935309677
5080971.251546498,4285910.976856267,2110713.2769909585,1141854.5233970701,2224381.4704785775,860162.5375533835,1364218.932925194,802344.3957897492,3,78749.05653741836
5080971.251546498,4285910.976856267,2110713.2769909585,1141854.5233970701,2224381.4704785775,860162.5375533835,1364218.932925194,802344.3957897492,4,74945.65258394956
5080971.251546498,4285910.976856267,2110713.2769909585,1141854.5233970701,2224381.4704785775,860162.5375533835,1364218.932925194,802344.3957897492,5,90060.01324042404
5080971.251546498,4285910.976856267,2110713.2769909585,1141854.5233970701,2224381.4704785775,860162.5375533835,1364218.932925194,802344.3957897492,6,66839.9297337279
8660951.962868355,6898868.735740555,6157607.169030656,4702521.086950526,7798708.393437936,3066212.3359856363,4732496.0574523,1791824.9496449917,1,148748.75862722693
8660951.962868355,6898868.735740555,6157607.169030656,4702521.086950526,7798708.393437936,3066212.3359856363,4732496.0574523,1791824.9496449917,2,139616.87374905942
8660951.962868355,6898868.735740555,6157607.169030656,4702521.086950526,7798708.393437936,3066212.3359856363,4732496.0574523,1791824.9496449917,3,114756.81663595744
8660951.962868355,6898868.735740555,6157607.169030656,4702521.086950526,7798708.393437936,3066212.3359856363,4732496.0574523,1791824.9496449917,4,152676.21701972702
8660951.962868355,6898868.735740555,6157607.169030656,4702521.086950526,7798708.393437936,3066212.3359856363,4732496.0574523,1791824.9496449917,5,162624.5927537836
8660951.962868355,6898868.735740555,6157607.169030656,4702521.086950526,7798708.393437936,3066212.3359856363,4732496.0574523,1791824.9496449917,6,169893.62419234653
40597977.25674861,31326179.221054476,23209668.77508127,9183731.374758605,35995289.67962187,20814951.71972104,15180337.959900826,9047341.975647863,1,816106.7122927307
40597977.25674861,31326179.221054476,23209668.77508127,9183731.374758605,35995289.67962187,20814951.71972104,15180337.959900826,9047341.975647863,2,804911.0199081639
40597977.25674861,31326179.221054476,23209668.77508127,9183731.374758605,35995289.67962187,20814951.71972104,15180337.959900826,9047341.975647863,3,877610.927750409
40597977.25674861,31326179.221054476,23209668.77508127,9183731.374758605,35995289.67962187,20814951.71972104,15180337.959900826,9047341.975647863,4,736153.2011374164
40597977.25674861,31326179.221054476,23209668.77508127,9183731.374758605,35995289.67962187,20814951.71972104,15180337.959900826,9047341.975647863,5,682285.4006532894
40597977.25674861,31326179.221054476,23209668.77508127,9183731.374758605,35995289.67962187,20814951.71972104,15180337.959900826,9047341.975647863,6,765858.4231994302
12862514.677781159,7387667.662098724,4400290.441466888,2094881.0803592487,6944080.31506996,1522201.5036787656,5421878.811391195,5241278.175109543,1,344657.60735354153
12862514.677781159,7387667.662098724,4400290.441466888,2094881.0803592487,6944080.31506996,1522201.5036787656,5421878.811391195,5241278.175109543,2,444286.31563732633
12862514.677781159,7387667.662098724,4400290.441466888,2094881.0803592487,6944080.31506996,1522201.5036787656,5421878.811391195,5241278.175109543,3,501435.7787696822
12862514.677781159,7387667.662098724,4400290.441466888,2094881.0803592487,6944080.31506996,1522201.5036787656,5421878.811391195,5241278.175109543,4,513463.30269666953
12862514.677781159,7387667.662098724,4400290.441466888,2094881.0803592487,6944080.31506996,1522201.5036787656,5421878.811391195,5241278.175109543,5,449086.8937811431
12862514.677781159,7387667.662098724,4400290.441466888,2094881.0803592487,6944080.31506996,1522201.5036787656,5421878.811391195,5241278.175109543,6,409454.90264328365
27476940.348754566,20690759.521172345,16769772.563422345,8809695.946971534,29916895.357971136,12333396.068761904,17583499.28920923,7167516.934791101,1,515421.2302215994
27476940.348754566,20690759.521172345,16769772.563422345,8809695.946971534,29916895.357971136,12333396.068761904,17583499.28920923,7167516.934791101,2,543467.8096021711
27476940.348754566,20690759.521172345,16769772.563422345,8809695.946971534,29916895.357971136,12333396.068761904,17583499.28920923,7167516.934791101,3,735597.3811207274
27476940.348754566,20690759.521172345,16769772.563422345,8809695.946971534,29916895.357971136,12333396.068761904,17583499.28920923,7167516.934791101,4,532178.4260154193
27476940.348754566,20690759.521172345,16769772.563422345,8809695.946971534,29916895.357971136,12333396.068761904,17583499.28920923,7167516.934791101,5,525154.6076703398
27476940.348754566,20690759.521172345,16769772.563422345,8809695.946971534,29916895.357971136,12333396.068761904,17583499.28920923,7167516.934791101,6,710093.5552138415
2410724.3383153114,1781923.1750146954,570240.7170095235,659814.355977826,1579427.844883612,361332.6363830927,1218095.2085005192,653240.7019058613,1,53257.90957134622
2410724.3383153114,1781923.1750146954,570240.7170095235,659814.355977826,1579427.844883612,361332.6363830927,1218095.2085005192,653240.7019058613,2,53669.266779759506
2410724.3383153114,1781923.1750146954,570240.7170095235,659814.355977826,1579427.844883612,361332.6363830927,1218095.2085005192,653240.7019058613,3,47047.4436793687
2410724.3383153114,1781923.1750146954,570240.7170095235,659814.355977826,1579427.844883612,361332.6363830927,1218095.2085005192,653240.7019058613,4,50756.36971524804
2410724.3383153114,1781923.1750146954,570240.7170095235,659814.355977826,1579427.844883612,361332.6363830927,1218095.2085005192,653240.7019058613,5,49935.07122904714
2410724.3383153114,1781923.1750146954,570240.7170095235,659814.355977826,1579427.844883612,361332.6363830927,1218095.2085005192,653240.7019058613,6,51392.35463162235
24054608.82832788,20497104.871134274,13409294.196135331,9128670.510516472,21714474.062115517,13300147.558453318,8414326.503662199,3429156.67920993,1,251204.13084152955
24054608.82832788,20497104.871134274,13409294.196135331,9128670.510516472,21714474.062115517,13300147.558453318,8414326.503662199,3429156.67920993,2,323568.07813537423
24054608.82832788,20497104.871134274,13409294.196135331,9128670.510516472,21714474.062115517,13300147.558453318,8414326.503662199,3429156.67920993,3,343078.5346975492
24054608.82832788,20497104.871134274,13409294.196135331,9128670.510516472,21714474.062115517,13300147.558453318,8414326.503662199,3429156.67920993,4,333058.57224073703
24054608.82832788,20497104.871134274,13409294.196135331,9128670.510516472,21714474.062115517,13300147.558453318,8414326.503662199,3429156.67920993,5,309316.34471155674
24054608.82832788,20497104.871134274,13409294.196135331,9128670.510516472,21714474.062115517,13300147.558453318,8414326.503662199,3429156.67920993,6,288903.9587859498
1253447.0637440118,1087960.3379194026,344420.03500893776,399492.36878724175,953949.9986317538,424405.3620776723,529544.6365540815,161585.1709981106,1,19031.019875305028
1253447.0637440118,1087960.3379194026,344420.03500893776,399492.36878724175,953949.9986317538,424405.3620776723,529544.6365540815,161585.1709981106,2,11962.6771387549
1253447.0637440118,1087960.3379194026,344420.03500893776,399492.36878724175,953949.9986317538,424405.3620776723,529544.6365540815,161585.1709981106,3,11559.446745301526
1253447.0637440118,1087960.3379194026,344420.03500893776,399492.36878724175,953949.9986317538,424405.3620776723,529544.6365540815,161585.1709981106,4,12442.975457620947
1253447.0637440118,1087960.3379194026,344420.03500893776,399492.36878724175,953949.9986317538,424405.3620776723,529544.6365540815,161585.1709981106,5,13378.951030478314
1253447.0637440118,1087960.3379194026,344420.03500893776,399492.36878724175,953949.9986317538,424405.3620776723,529544.6365540815,161585.1709981106,6,15585.935788248946
10119165.805628555,7548234.791384337,2697929.783852938,1730025.8295691311,7477442.588108315,2118941.781473859,5358500.806634456,2792975.926147023,1,225346.33998331462
10119165.805628555,7548234.791384337,2697929.783852938,1730025.8295691311,7477442.588108315,2118941.781473859,5358500.806634456,2792975.926147023,2,198288.35531727938
10119165.805628555,7548234.791384337,2697929.783852938,1730025.8295691311,7477442.588108315,2118941.781473859,5358500.806634456,2792975.926147023,3,235543.7702096801
10119165.805628555,7548234.791384337,2697929.783852938,1730025.8295691311,7477442.588108315,2118941.781473859,5358500.806634456,2792975.926147023,4,223796.512287464
10119165.805628555,7548234.791384337,2697929.783852938,1730025.8295691311,7477442.588108315,2118941.781473859,5358500.806634456,2792975.926147023,5,248507.2461381139
10119165.805628555,7548234.791384337,2697929.783852938,1730025.8295691311,7477442.588108315,2118941.781473859,5358500.806634456,2792975.926147023,6,278684.56136646064
19755506.703703064,15789671.32578322,12133316.913434215,10117587.617227143,19588620.170933947,11583094.855704445,8005525.315229502,3907027.7989402767,1,299189.1935130045
19755506.703703064,15789671.32578322,12133316.913434215,10117587.617227143,19588620.170933947,11583094.855704445,8005525.315229502,3907027.7989402767,2,305223.2770421158
19755506.703703064,15789671.32578322,12133316.913434215,10117587.617227143,19588620.170933947,11583094.855704445,8005525.315229502,3907027.7989402767,3,260027.3113951714
19755506.703703064,15789671.32578322,12133316.913434215,10117587.617227143,19588620.170933947,11583094.855704445,8005525.315229502,3907027.7989402767,4,335748.70405424404
19755506.703703064,15789671.32578322,12133316.913434215,10117587.617227143,19588620.170933947,11583094.855704445,8005525.315229502,3907027.7989402767,5,345298.19431806565
19755506.703703064,15789671.32578322,12133316.913434215,10117587.617227143,19588620.170933947,11583094.855704445,8005525.315229502,3907027.7989402767,6,399236.1841137375
14651454.751292825,8343028.284859349,8509300.414057223,1767129.385541933,7877560.848276836,2049558.850734165,5828001.997542671,6785100.138698959,1,513629.3005445498
14651454.751292825,8343028.284859349,8509300.414057223,1767129.385541933,7877560.848276836,2049558.850734165,5828001.997542671,6785100.138698959,2,536732.4031855256
14651454.751292825,8343028.284859349,8509300.414057223,1767129.385541933,7877560.848276836,2049558.850734165,5828001.997542671,6785100.138698959,3,604672.3072882452
14651454.751292825,8343028.284859349,8509300.414057223,1767129.385541933,7877560.848276836,2049558.850734165,5828001.997542671,6785100.138698959,4,575253.2811314805
14651454.751292825,8343028.284859349,8509300.414057223,1767129.385541933,7877560.848276836,2049558.850734165,5828001.997542671,6785100.138698959,5,566766.7457061969
14651454.751292825,8343028.284859349,8509300.414057223,1767129.385541933,7877560.848276836,2049558.850734165,5828001.997542671,6785100.138698959,6,570753.6949034994
8800242.45349082,6992299.73866728,3349882.1979761715,2664578.577613743,6333515.895387418,2045968.2325307364,4287547.662856681,1621431.884248829,1,148412.14029703473
8800242.45349082,6992299.73866728,3349882.1979761715,2664578.577613743,6333515.895387418,2045968.2325307364,4287547.662856681,1621431.884248829,2,118307.76852273535
8800242.45349082,6992299.73866728,3349882.1979761715,2664578.577613743,6333515.895387418,2045968.2325307364,4287547.662856681,1621431.884248829,3,158278.3653459598
8800242.45349082,6992299.73866728,3349882.1979761715,2664578.577613743,6333515.895387418,2045968.2325307364,4287547.662856681,1621431.884248829,4,160024.63289517927
8800242.45349082,6992299.73866728,3349882.1979761715,2664578.577613743,6333515.895387418,2045968.2325307364,4287547.662856681,1621431.884248829,5,199316.48480349602
8800242.45349082,6992299.73866728,3349882.1979761715,2664578.577613743,6333515.895387418,2045968.2325307364,4287547.662856681,1621431.884248829,6,116206.22872639578
2869010.739127434,2630273.616668848,492046.40939526685,403326.2215298184,1174164.4647659839,444550.4021941864,729614.0625717975,236916.48293319737,1,20453.30937793226
2869010.739127434,2630273.616668848,492046.40939526685,403326.2215298184,1174164.4647659839,444550.4021941864,729614.0625717975,236916.48293319737,2,16321.608026504699
2869010.739127434,2630273.616668848,492046.40939526685,403326.2215298184,1174164.4647659839,444550.4021941864,729614.0625717975,236916.48293319737,3,20927.33543820787
2869010.739127434,2630273.616668848,492046.40939526685,403326.2215298184,1174164.4647659839,444550.4021941864,729614.0625717975,236916.48293319737,4,20156.079555138007
2869010.739127434,2630273.616668848,492046.40939526685,403326.2215298184,1174164.4647659839,444550.4021941864,729614.0625717975,236916.48293319737,5,15531.679934751908
2869010.739127434,2630273.616668848,492046.40939526685,403326.2215298184,1174164.4647659839,444550.4021941864,729614.0625717975,236916.48293319737,6,17152.913111514037
25009739.077977937,17856481.28000336,16156027.928690149,8592147.060195386,36660182.44372575,12301088.61005266,24359093.83367309,7985772.932526092,1,614155.4958845046
25009739.077977937,17856481.28000336,16156027.928690149,8592147.060195386,36660182.44372575,12301088.61005266,24359093.83367309,7985772.932526092,2,808334.6278192617
25009739.077977937,17856481.28000336,16156027.928690149,8592147.060195386,36660182.44372575,12301088.61005266,24359093.83367309,7985772.932526092,3,593258.8240019379
25009739.077977937,17856481.28000336,16156027.928690149,8592147.060195386,36660182.44372575,12301088.61005266,24359093.83367309,7985772.932526092,4,611708.5329631149
25009739.077977937,17856481.28000336,16156027.928690149,8592147.060195386,36660182.44372575,12301088.61005266,24359093.83367309,7985772.932526092,5,711217.6573664168
25009739.077977937,17856481.28000336,16156027.928690149,8592147.060195386,36660182.44372575,12301088.61005266,24359093.83367309,7985772.932526092,6,591933.8264381335
24010307.926330455,17412116.87859604,10578418.66619404,9212476.130020307,32339623.601265587,10774803.356262557,21564820.24500303,5836065.856987912,1,479881.34567739937
24010307.926330455,17412116.87859604,10578418.66619404,9212476.130020307,32339623.601265587,10774803.356262557,21564820.24500303,5836065.856987912,2,533009.0082827881
24010307.926330455,17412116.87859604,10578418.66619404,9212476.130020307,32339623.601265587,10774803.356262557,21564820.24500303,5836065.856987912,3,510208.58924912795
24010307.926330455,17412116.87859604,10578418.66619404,9212476.130020307,32339623.601265587,10774803.356262557,21564820.24500303,5836065.856987912,4,475542.4528997495
24010307.926330455,17412116.87859604,10578418.66619404,9212476.130020307,32339623.601265587,10774803.356262557,21564820.24500303,5836065.856987912,5,536591.5611208511
24010307.926330455,17412116.87859604,10578418.66619404,9212476.130020307,32339623.601265587,10774803.356262557,21564820.24500303,5836065.856987912,6,533131.5864564676
6628039.004595758,4450418.538054476,2612719.853026039,1191261.6530157907,6331892.346547599,2097463.4507882963,4234428.895759303,2148675.666837506,1,188390.2485232257
6628039.004595758,4450418.538054476,2612719.853026039,1191261.6530157907,6331892.346547599,2097463.4507882963,4234428.895759303,2148675.666837506,2,152620.29157095397
6628039.004595758,4450418.538054476,2612719.853026039,1191261.6530157907,6331892.346547599,2097463.4507882963,4234428.895759303,2148675.666837506,3,160019.98116284984
6628039.004595758,4450418.538054476,2612719.853026039,1191261.6530157907,6331892.346547599,2097463.4507882963,4234428.895759303,2148675.666837506,4,152911.4378941147
6628039.004595758,4450418.538054476,2612719.853026039,1191261.6530157907,6331892.346547599,2097463.4507882963,4234428.895759303,2148675.666837506,5,136208.28074554406
6628039.004595758,4450418.538054476,2612719.853026039,1191261.6530157907,6331892.346547599,2097463.4507882963,4234428.895759303,2148675.666837506,6,157209.1880529996
37184021.77671894,32194530.661481936,25257184.08438427,18945075.207751047,23206205.14406437,9526950.917147143,13679254.226917228,5327176.353722835,1,438797.4432343757
37184021.77671894,32194530.661481936,25257184.08438427,18945075.207751047,23206205.14406437,9526950.917147143,13679254.226917228,5327176.353722835,2,413966.5563512637
37184021.77671894,32194530.661481936,25257184.08438427,18945075.207751047,23206205.14406437,9526950.917147143,13679254.226917228,5327176.353722835,3,330642.5811814865
37184021.77671894,32194530.661481936,25257184.08438427,18945075.207751047,23206205.14406437,9526950.917147143,13679254.226917228,5327176.353722835,4,367257.68698397506
37184021.77671894,32194530.661481936,25257184.08438427,18945075.207751047,23206205.14406437,9526950.917147143,13679254.226917228,5327176.353722835,5,420032.4722799345
37184021.77671894,32194530.661481936,25257184.08438427,18945075.207751047,23206205.14406437,9526950.917147143,13679254.226917228,5327176.353722835,6,509310.7410695091
12425100.316552857,6989554.706745705,6024840.328168143,1321441.509432024,6401954.826593022,1548733.1080884058,4853221.718504616,5687835.641663016,1,431783.1971522164
12425100.316552857,6989554.706745705,6024840.328168143,1321441.509432024,6401954.826593022,1548733.1080884058,4853221.718504616,5687835.641663016,2,389329.1777723769
12425100.316552857,6989554.706745705,6024840.328168143,1321441.509432024,6401954.826593022,1548733.1080884058,4853221.718504616,5687835.641663016,3,430720.8691832405
12425100.316552857,6989554.706745705,6024840.328168143,1321441.509432024,6401954.826593022,1548733.1080884058,4853221.718504616,5687835.641663016,4,497585.105438991
12425100.316552857,6989554.706745705,6024840.328168143,1321441.509432024,6401954.826593022,1548733.1080884058,4853221.718504616,5687835.641663016,5,485709.72603100596
12425100.316552857,6989554.706745705,6024840.328168143,1321441.509432024,6401954.826593022,1548733.1080884058,4853221.718504616,5687835.641663016,6,521806.6951132397
47409173.770788565,33244651.84001688,24814206.407794144,16116994.625685863,59473064.24897839,34623928.80270895,24849135.446269438,14436039.607143138,1,1180236.1676407517
47409173.770788565,33244651.84001688,24814206.407794144,16116994.625685863,59473064.24897839,34623928.80270895,24849135.446269438,14436039.607143138,2,1398817.9409015202
47409173.770788565,33244651.84001688,24814206.407794144,16116994.625685863,59473064.24897839,34623928.80270895,24849135.446269438,14436039.607143138,3,1439287.5705190604
47409173.770788565,33244651.84001688,24814206.407794144,16116994.625685863,59473064.24897839,34623928.80270895,24849135.446269438,14436039.607143138,4,1286789.486776682
