revenue,expenses,currentAssets,currentLiabilities,totalAssets,totalDebt,equity,cashFlow,month_ahead,future_cashFlow
444802.70902144146,546649.5473121363,210907.83569229118,328868.83215461683,395913.32387765206,423233.55396088306,-27320.230083231017,-462001.7706116118,3,-34821.72240079146
444802.70902144146,546649.5473121363,210907.83569229118,328868.83215461683,395913.32387765206,423233.55396088306,-27320.230083231017,-462001.7706116118,4,-31456.044536040634
444802.70902144146,546649.5473121363,210907.83569229118,328868.83215461683,395913.32387765206,423233.55396088306,-27320.230083231017,-462001.7706116118,5,-28131.425447713522
444802.70902144146,546649.5473121363,210907.83569229118,328868.83215461683,395913.32387765206,423233.55396088306,-27320.230083231017,-462001.7706116118,6,-26299.892479488546
1802451.699108948,1851870.0307772341,148802.37934478308,122502.66412782395,552942.4586382802,389841.63733485586,163100.82130342434,307206.2183256443,1,25645.9135396154
1802451.699108948,1851870.0307772341,148802.37934478308,122502.66412782395,552942.4586382802,389841.63733485586,163100.82130342434,307206.2183256443,2,22882.4441655302
1802451.699108948,1851870.0307772341,148802.37934478308,122502.66412782395,552942.4586382802,389841.63733485586,163100.82130342434,307206.2183256443,3,22889.54752439223
1802451.699108948,1851870.0307772341,148802.37934478308,122502.66412782395,552942.4586382802,389841.63733485586,163100.82130342434,307206.2183256443,4,24694.02089639686
1802451.699108948,1851870.0307772341,148802.37934478308,122502.66412782395,552942.4586382802,389841.63733485586,163100.82130342434,307206.2183256443,5,21805.218699989946
1802451.699108948,1851870.0307772341,148802.37934478308,122502.66412782395,552942.4586382802,389841.63733485586,163100.82130342434,307206.2183256443,6,22032.15546319352
7073004.378080586,4919899.641880541,1365333.5950234889,1571225.0769264468,4492187.736679184,2342701.697422228,2149486.0392569564,14043719.523776934,1,1196390.8157160098
7073004.378080586,4919899.641880541,1365333.5950234889,1571225.0769264468,4492187.736679184,2342701.697422228,2149486.0392569564,14043719.523776934,2,1241169.2427402693
7073004.378080586,4919899.641880541,1365333.5950234889,1571225.0769264468,4492187.736679184,2342701.697422228,2149486.0392569564,14043719.523776934,3,1212380.36041514
7073004.378080586,4919899.641880541,1365333.5950234889,1571225.0769264468,4492187.736679184,2342701.697422228,2149486.0392569564,14043719.523776934,4,1202630.9791223607
7073004.378080586,4919899.641880541,1365333.5950234889,1571225.0769264468,4492187.736679184,2342701.697422228,2149486.0392569564,14043719.523776934,5,1118899.7442957342
7073004.378080586,4919899.641880541,1365333.5950234889,1571225.0769264468,4492187.736679184,2342701.697422228,2149486.0392569564,14043719.523776934,6,1178291.8111501841
2817901.612101294,2231505.209299194,1433855.0825457484,2996215.995768883,3738610.600804619,1728792.5982758075,2009818.0025288116,6324912.720917553,1,531433.2087576253
2817901.612101294,2231505.209299194,1433855.0825457484,2996215.995768883,3738610.600804619,1728792.5982758075,2009818.0025288116,6324912.720917553,2,526518.3713709693
2817901.612101294,2231505.209299194,1433855.0825457484,2996215.995768883,3738610.600804619,1728792.5982758075,2009818.0025288116,6324912.720917553,3,503514.8135383914
2817901.612101294,2231505.209299194,1433855.0825457484,2996215.995768883,3738610.600804619,1728792.5982758075,2009818.0025288116,6324912.720917553,4,550418.5298528746
2817901.612101294,2231505.209299194,1433855.0825457484,2996215.995768883,3738610.600804619,1728792.5982758075,2009818.0025288116,6324912.720917553,5,514957.5317299862
2817901.612101294,2231505.209299194,1433855.0825457484,2996215.995768883,3738610.600804619,1728792.5982758075,2009818.0025288116,6324912.720917553,6,495069.39876499557
420052.504461534,436053.02553226205,143284.1102647572,76071.43022646323,544378.1703091023,360115.87993963354,184262.29036946874,209117.79134880786,1,16967.849337169297
420052.504461534,436053.02553226205,143284.1102647572,76071.43022646323,544378.1703091023,360115.87993963354,184262.29036946874,209117.79134880786,2,18165.798138405557
420052.504461534,436053.02553226205,143284.1102647572,76071.43022646323,544378.1703091023,360115.87993963354,184262.29036946874,209117.79134880786,3,17876.80265858336
420052.504461534,436053.02553226205,143284.1102647572,76071.43022646323,544378.1703091023,360115.87993963354,184262.29036946874,209117.79134880786,4,17306.111311568944
420052.504461534,436053.02553226205,143284.1102647572,76071.43022646323,544378.1703091023,360115.87993963354,184262.29036946874,209117.79134880786,5,15589.355560840866
420052.504461534,436053.02553226205,143284.1102647572,76071.43022646323,544378.1703091023,360115.87993963354,184262.29036946874,209117.79134880786,6,15566.558118800445
192614.90232032494,228199.80697583008,116371.67513861926,190863.78415887116,171310.06598610853,189318.1044274301,-18008.038441321583,-145083.04204493156,1,-11697.091740441523
192614.90232032494,228199.80697583008,116371.67513861926,190863.78415887116,171310.06598610853,189318.1044274301,-18008.038441321583,-145083.04204493156,2,-11734.410193437356
192614.90232032494,228199.80697583008,116371.67513861926,190863.78415887116,171310.06598610853,189318.1044274301,-18008.038441321583,-145083.04204493156,3,-9684.914810748385
192614.90232032494,228199.80697583008,116371.67513861926,190863.78415887116,171310.06598610853,189318.1044274301,-18008.038441321583,-145083.04204493156,4,-9700.56890139071
192614.90232032494,228199.80697583008,116371.67513861926,190863.78415887116,171310.06598610853,189318.1044274301,-18008.038441321583,-145083.04204493156,5,-9615.194460419709
192614.90232032494,228199.80697583008,116371.67513861926,190863.78415887116,171310.06598610853,189318.1044274301,-18008.038441321583,-145083.04204493156,6,-8789.204258553184
1428769.4412552498,1317180.0193198535,931668.807974958,2081482.8709466953,3500348.2331550526,2893394.9865045594,606953.2466504934,530406.9183109372,1,43616.57915167199
1428769.4412552498,1317180.0193198535,931668.807974958,2081482.8709466953,3500348.2331550526,2893394.9865045594,606953.2466504934,530406.9183109372,2,42884.960904754356
1428769.4412552498,1317180.0193198535,931668.807974958,2081482.8709466953,3500348.2331550526,2893394.9865045594,606953.2466504934,530406.9183109372,3,44226.19090790876
1428769.4412552498,1317180.0193198535,931668.807974958,2081482.8709466953,3500348.2331550526,2893394.9865045594,606953.2466504934,530406.9183109372,4,42545.4671610065
1428769.4412552498,1317180.0193198535,931668.807974958,2081482.8709466953,3500348.2331550526,2893394.9865045594,606953.2466504934,530406.9183109372,5,42206.73704372949
1428769.4412552498,1317180.0193198535,931668.807974958,2081482.8709466953,3500348.2331550526,2893394.9865045594,606953.2466504934,530406.9183109372,6,42126.12910806817
202097.82058319112,260259.85072987652,34732.81594699847,49709.468511663224,94452.59255778667,119681.47707006967,-25228.884512283,-325807.48691309197,1,-24912.170910039593
202097.82058319112,260259.85072987652,34732.81594699847,49709.468511663224,94452.59255778667,119681.47707006967,-25228.884512283,-325807.48691309197,2,-24790.691394731235
202097.82058319112,260259.85072987652,34732.81594699847,49709.468511663224,94452.59255778667,119681.47707006967,-25228.884512283,-325807.48691309197,3,-21344.40960804227
202097.82058319112,260259.85072987652,34732.81594699847,49709.468511663224,94452.59255778667,119681.47707006967,-25228.884512283,-325807.48691309197,4,-20112.654605519107
202097.82058319112,260259.85072987652,34732.81594699847,49709.468511663224,94452.59255778667,119681.47707006967,-25228.884512283,-325807.48691309197,5,-21414.024711521026
202097.82058319112,260259.85072987652,34732.81594699847,49709.468511663224,94452.59255778667,119681.47707006967,-25228.884512283,-325807.48691309197,6,-18580.294669422237
5461310.970520642,3992207.7568906043,400326.8135514602,241542.56428429764,1075995.5945219153,564319.4905360205,511676.1039858948,10141448.499893121,1,855217.7846411589
5461310.970520642,3992207.7568906043,400326.8135514602,241542.56428429764,1075995.5945219153,564319.4905360205,511676.1039858948,10141448.499893121,2,873024.0283815676
5461310.970520642,3992207.7568906043,400326.8135514602,241542.56428429764,1075995.5945219153,564319.4905360205,511676.1039858948,10141448.499893121,3,889853.5395093964
5461310.970520642,3992207.7568906043,400326.8135514602,241542.56428429764,1075995.5945219153,564319.4905360205,511676.1039858948,10141448.499893121,4,929065.2608979812
5461310.970520642,3992207.7568906043,400326.8135514602,241542.56428429764,1075995.5945219153,564319.4905360205,511676.1039858948,10141448.499893121,5,870144.5667540615
5461310.970520642,3992207.7568906043,400326.8135514602,241542.56428429764,1075995.5945219153,564319.4905360205,511676.1039858948,10141448.499893121,6,847714.7682925005
599997.9224231825,562674.622145012,463190.1866242425,1006030.6693805319,1458459.8066864482,1284007.4563263634,174452.3503600847,-341746.2813965203,1,-27643.030360786404
599997.9224231825,562674.622145012,463190.1866242425,1006030.6693805319,1458459.8066864482,1284007.4563263634,174452.3503600847,-341746.2813965203,2,-26180.478577017355
599997.9224231825,562674.622145012,463190.1866242425,1006030.6693805319,1458459.8066864482,1284007.4563263634,174452.3503600847,-341746.2813965203,3,-25702.27020442542
599997.9224231825,562674.622145012,463190.1866242425,1006030.6693805319,1458459.8066864482,1284007.4563263634,174452.3503600847,-341746.2813965203,4,-25700.3607473095
599997.9224231825,562674.622145012,463190.1866242425,1006030.6693805319,1458459.8066864482,1284007.4563263634,174452.3503600847,-341746.2813965203,5,-26550.426556157836
599997.9224231825,562674.622145012,463190.1866242425,1006030.6693805319,1458459.8066864482,1284007.4563263634,174452.3503600847,-341746.2813965203,6,-26805.58629007476
617473.0821362103,642772.8413909707,313825.25328015984,420274.818375624,594274.1774077187,425218.4888716794,169055.6885360393,40274.597196969626,1,3229.6914170194063
617473.0821362103,642772.8413909707,313825.25328015984,420274.818375624,594274.1774077187,425218.4888716794,169055.6885360393,40274.597196969626,2,3389.8380572967117
617473.0821362103,642772.8413909707,313825.25328015984,420274.818375624,594274.1774077187,425218.4888716794,169055.6885360393,40274.597196969626,3,2956.1531690216666
617473.0821362103,642772.8413909707,313825.25328015984,420274.818375624,594274.1774077187,425218.4888716794,169055.6885360393,40274.597196969626,4,2961.0465328147366
617473.0821362103,642772.8413909707,313825.25328015984,420274.818375624,594274.1774077187,425218.4888716794,169055.6885360393,40274.597196969626,5,2878.990618373306
617473.0821362103,642772.8413909707,313825.25328015984,420274.818375624,594274.1774077187,425218.4888716794,169055.6885360393,40274.597196969626,6,2829.727142548814
366646.03672101063,490237.61796895857,154673.0854813616,130915.8780009277,373502.1876183151,472763.3983443769,-99261.21072606176,-667340.480881309,1,-51973.184011280806
366646.03672101063,490237.61796895857,154673.0854813616,130915.8780009277,373502.1876183151,472763.3983443769,-99261.21072606176,-667340.480881309,2,-50978.273587829935
366646.03672101063,490237.61796895857,154673.0854813616,130915.8780009277,373502.1876183151,472763.3983443769,-99261.21072606176,-667340.480881309,3,-48291.689964345
366646.03672101063,490237.61796895857,154673.0854813616,130915.8780009277,373502.1876183151,472763.3983443769,-99261.21072606176,-667340.480881309,4,-41252.703623836314
366646.03672101063,490237.61796895857,154673.0854813616,130915.8780009277,373502.1876183151,472763.3983443769,-99261.21072606176,-667340.480881309,5,-40872.01927456561
366646.03672101063,490237.61796895857,154673.0854813616,130915.8780009277,373502.1876183151,472763.3983443769,-99261.21072606176,-667340.480881309,6,-39712.11460705627
8636653.49128906,6024999.3416080205,4449409.583247391,2460624.1500003748,12637086.857758151,6861596.33715341,5775490.520604742,9168835.410438517,1,823049.998795173
8636653.49128906,6024999.3416080205,4449409.583247391,2460624.1500003748,12637086.857758151,6861596.33715341,5775490.520604742,9168835.410438517,2,782854.7285512177
8636653.49128906,6024999.3416080205,4449409.583247391,2460624.1500003748,12637086.857758151,6861596.33715341,5775490.520604742,9168835.410438517,3,764213.0131346579
8636653.49128906,6024999.3416080205,4449409.583247391,2460624.1500003748,12637086.857758151,6861596.33715341,5775490.520604742,9168835.410438517,4,800703.8387754648
8636653.49128906,6024999.3416080205,4449409.583247391,2460624.1500003748,12637086.857758151,6861596.33715341,5775490.520604742,9168835.410438517,5,782121.074935129
8636653.49128906,6024999.3416080205,4449409.583247391,2460624.1500003748,12637086.857758151,6861596.33715341,5775490.520604742,9168835.410438517,6,797783.168793988
223746.18701034843,353652.16753434716,40334.62225126169,28296.99635922211,50459.46397378813,49608.075330424785,851.3886433633451,-566100.513368163,1,-41908.20069884179
223746.18701034843,353652.16753434716,40334.62225126169,28296.99635922211,50459.46397378813,49608.075330424785,851.3886433633451,-566100.513368163,2,-43700.74124318244
223746.18701034843,353652.16753434716,40334.62225126169,28296.99635922211,50459.46397378813,49608.075330424785,851.3886433633451,-566100.513368163,3,-37347.61599947093
223746.18701034843,353652.16753434716,40334.62225126169,28296.99635922211,50459.46397378813,49608.075330424785,851.3886433633451,-566100.513368163,4,-36646.93567923381
223746.18701034843,353652.16753434716,40334.62225126169,28296.99635922211,50459.46397378813,49608.075330424785,851.3886433633451,-566100.513368163,5,-37333.62299138832
223746.18701034843,353652.16753434716,40334.62225126169,28296.99635922211,50459.46397378813,49608.075330424785,851.3886433633451,-566100.513368163,6,-30503.687261917887
621161.1675649278,542666.872888304,439717.07193659834,866305.1100619466,1516912.4761079324,1100998.9038199002,415913.5722880321,96113.14710592596,1,7614.1527843767135
621161.1675649278,542666.872888304,439717.07193659834,866305.1100619466,1516912.4761079324,1100998.9038199002,415913.5722880321,96113.14710592596,2,7368.18297023733
621161.1675649278,542666.872888304,439717.07193659834,866305.1100619466,1516912.4761079324,1100998.9038199002,415913.5722880321,96113.14710592596,3,7955.717166903422
621161.1675649278,542666.872888304,439717.07193659834,866305.1100619466,1516912.4761079324,1100998.9038199002,415913.5722880321,96113.14710592596,4,7898.481873783651
621161.1675649278,542666.872888304,439717.07193659834,866305.1100619466,1516912.4761079324,1100998.9038199002,415913.5722880321,96113.14710592596,5,7990.164334803454
621161.1675649278,542666.872888304,439717.07193659834,866305.1100619466,1516912.4761079324,1100998.9038199002,415913.5722880321,96113.14710592596,6,7186.677429307954
7875923.12704897,4743204.308862157,2720109.3644337784,5444957.528180975,9010960.822781196,2471120.2648831047,6539840.557898091,17296427.89847055,1,1359665.4550348204
7875923.12704897,4743204.308862157,2720109.3644337784,5444957.528180975,9010960.822781196,2471120.2648831047,6539840.557898091,17296427.89847055,2,1557567.4155743984
7875923.12704897,4743204.308862157,2720109.3644337784,5444957.528180975,9010960.822781196,2471120.2648831047,6539840.557898091,17296427.89847055,3,1476015.400682012
7875923.12704897,4743204.308862157,2720109.3644337784,5444957.528180975,9010960.822781196,2471120.2648831047,6539840.557898091,17296427.89847055,4,1563865.4540191386
7875923.12704897,4743204.308862157,2720109.3644337784,5444957.528180975,9010960.822781196,2471120.2648831047,6539840.557898091,17296427.89847055,5,1454571.6283123465
7875923.12704897,4743204.308862157,2720109.3644337784,5444957.528180975,9010960.822781196,2471120.2648831047,6539840.557898091,17296427.89847055,6,1604656.6942839946
602957.6890628345,465250.95179768756,459775.8754840312,1104020.4041911995,1289959.1903141113,732760.8835027394,557198.3068113719,856086.3442315012,1,72039.34633348092
602957.6890628345,465250.95179768756,459775.8754840312,1104020.4041911995,1289959.1903141113,732760.8835027394,557198.3068113719,856086.3442315012,2,70287.33300417295
602957.6890628345,465250.95179768756,459775.8754840312,1104020.4041911995,1289959.1903141113,732760.8835027394,557198.3068113719,856086.3442315012,3,68837.22499659412
602957.6890628345,465250.95179768756,459775.8754840312,1104020.4041911995,1289959.1903141113,732760.8835027394,557198.3068113719,856086.3442315012,4,69553.070801442
602957.6890628345,465250.95179768756,459775.8754840312,1104020.4041911995,1289959.1903141113,732760.8835027394,557198.3068113719,856086.3442315012,5,73817.14986038033
602957.6890628345,465250.95179768756,459775.8754840312,1104020.4041911995,1289959.1903141113,732760.8835027394,557198.3068113719,856086.3442315012,6,75068.72011611491
1596066.8341655436,1385771.016270612,715181.9923246672,989140.3234509755,2635854.5196456597,2046464.068992373,589390.4506532868,-847398.9470454145,1,-67898.13764380587
1596066.8341655436,1385771.016270612,715181.9923246672,989140.3234509755,2635854.5196456597,2046464.068992373,589390.4506532868,-847398.9470454145,2,-64301.253594755544
